text,label
(Cid Onc,0
Thil,0
Vanzetti $ Icttct;,0
Your,0
I[DLE,0
Rled,0
Stinuizols cnlg,0
Notc,0
Tou #,0
z0 1,0
Teboild,0
uncs,0
Inls,0
Fuic_,0
Milquetozst,0
VOICSEVT,0
guaiis,0
0f [Ac,0
cnduince,0
tinboldcns_,0
Fei;tiqut,0
druct,0
tkng,0
Etrcloper 0 Kaar Gdutno,0
RLeks,0
Scmt,0
decidcs,0
buh clc-,0
"""aope9",0
duily,0
Toorc,0
"fitc""",0
"pnants,",0
Xi,0
iu?-,0
her;,0
bulaliy,0
Ebduidcc,0
nayc,0
Dry POWdeR SNOW,0
Jus Ests,0
txaus,0
cocuckcd,0
i2ltetest,0
onty,0
Writo tor,0
EEulcti,0
UNTIL LATE MAY,0
in #,0
Tlx Mdt,0
JL W;,0
icns,0
up i> bi: of,0
"N,% Ept",0
sucecsive]y,0
Tojyt,0
tUrkcy _,0
crcnnicd,0
Knor Lhc pue,0
Cchtlnc,0
CANADIAN ROCKIES,0
plot,0
turley_,0
fush,0
Droth,0
tlos:,0
"Fortunutely ,",0
Play-,0
Thurbtr s,0
Ljtnt,0
Mcluncholy snt,0
HOR TO TAKE; Erptz,0
Cnildiat,0
Karct,0
Jifc ill: 1bc,0
frcsh Ind,0
Fc,0
CL,0
3,0
TUIh ILfi,0
Exccllcut,0
powipg,0
ldcuter,0
Uater,0
Frult ice_,0
Lct Vouo_,0
Tionscnst,0
indiijtjon,0
Chkt Jncl,0
niture,0
cst and circcted,0
hJll,0
HoullF,0
AaLl_,0
c#r LIxc,0
Rulss,0
Produccr,0
Sbunlic_,0
Tl: Jakt,0
tlurs,0
suning,0
bbe [leatte,0
#pitc,0
Jvailahkz,0
CA [ijn,0
COMINGTONEWYOrr?,0
Lin,0
Ruf Jnd,0
C,0
tebg,0
play,0
Jchn,1
Kenry,1
Ral;k,1
Bndtord;,1
Cin,0
u41C,0
Wiolie;   produced,0
batk t0,0
Jftcr,0
cigbt,0
Tbe,0
@anadian Gacilic,0
seemcd #cL Ior,0
TelTd,0
The,0
stofir; bid j-,0
"TTXE, Janaty 22, 194+0",0
2061212559,3
{New,0
Only,0
Fts,0
mkh,0
1,0
Nekin,0
gcId,0
51n1,0
#hof,0
Tur,0
Firm Bans,0
"Smoking at Work or Home""",0
Workers to Be Given Lung Tests t Werify,0
Compliance,0
era in eight statea Colltti,0
but,0
CHICACO Jaa. 20Smoking at,0
cshts,0
cuk,0
by,0
Nbed,0
work Or at hote will cxt dapbyes,0
0,0
M.,0
J0 i,0
Praducta pkenta,0
Brolp ttat aallzd tl baq an,0
plans to coaduxt lung teattto make,0
Qo,0
compkyin8 with,0
Ie,0
tsoking;ban:,0
tantth,0
notlng,0
6x @t:,0
"""It wil 4pply t0cverytody m the",0
pbnto,0
Irom,0
te,0
bourty,0
daya Colitt taid,0
teyen,0
worker @n upito the plant nuantoer;,0
without exceptbt;,0
Epokeaman Paul,0
opportunlty t0 Aartcintto 6,0
Colitti eid at USG Corpt bolding,0
bed kick-the-hati prostalts,0
Woten # tw plenta whtih Wte,0
company fxr te; buiding products,0
cnr,0
mieni,0
manutaoutbtrer_,0
The quit-amoking-oquit' polky,0
k & company: tm,0
x'1 reint,0
"will apply to [,500 t0,2,000 wopk",0
bueed fr proaramd recoimendted,0
"Douakd' Caton oochairman 0f,the:",0
that ind,0
American,0
con,0
sur bxcbyud,0
mittee,0
in t,0
morkpbece nid he thinks the,0
is:,0
with tut,0
qucatiotabk But nat illeeal,0
inrtitute received,0
"""4' company becomes",0
"little , in-",0
sveral Caibs,0
Gou USC: merters_,0
wo,0
condict:,0
outsite:,0
tkz,0
"wotkplace,",0
Cohen,0
"a,",0
qucstion   whetlar,0
Federal and state kana: bar d8,0
crkninalion 0 the basis & a phyd,0
ial ailment ifit des 0ot hamper jb,0
pevinance;,0
sil,0
Legality:_,0
"could kcome an isue, headded' #f",0
USC Reswent Roy: Schieide was:,0
were sow,0
ttat; &,0
USG,0
"em""",0
pkyels cigarette addiction were a,0
phraicalailmnent:,0
plapta Vere Iclerted t,0
Buc ttat  would,0
be] difticult:,0
to:,0
the.,0
emoking,0
"prove; Cohen"" said in, 4 telphote:",0
ban wil take eticct ere Ia Gypeumi,0
interview (rom his Chicago dffice,0
Otbo; Wabash,0
Id ; Watworth; Wis;;,0
"""It""8",0
one,0
question',0
restrct',0
Ckquet,0
and,0
Red,0
Grecavile;,0
Min:,0
smoking,0
the,0
eaid' spokes,0
Tacona_,0
Wash;,0
Mic;,0
"man Scott Stapt at the Tobacco: In"",",0
"Bintngham; ` Aia , and Corsicana""",0
"atitute; ""Bur when yau g0 beyond",0
Tex,0
pi,0
Idi.,0
and',0
duatoy,0
Luing,0
sck,0
04,0
bton,0
ban,0
Colittl,0
"job,""",0
PKILIP MORRiS,1
INCORPORATD,1
2100,1
1m TE R-0 FF | € E,1
c 0 R R E $ P 030 E M C E,0
"Richhond,",5
Yirginia,5
CONFIDENTIAL,1
To;,1
Mr .,1
P,1
N.,1
Gauvin,1
Date:,1
"Kugust 21, 1981",0
From;,1
LJ,1
B .,1
Fondren,1
Subject:,1
MF-5_STATUS,0
REPORT,0
Due,0
to,0
the,0
Jow number 0f,0
initia],0
returns,0
prelainary results 0f the,0
100,0
m POL test of Winston Ultra,0
VS,0
the Modified W,0
MF_5 candidate will,0
not,0
be available until,0
next,0
week _,0
Cigarettes,0
are,0
Jeing made,0
for,0
the,0
85 mn,0
and 100' mm POL,0
tests,0
of,0
the Mar,0
boro Type A #F-5,0
candidate,0
vS,0
Winston Ultra,0
at,0
the competitor,0
tar targets,0
Kn 85,0
mm,0
POL test,0
has,0
been reguested for,0
rerunn,0
Mar] boro Lights,0
VS _,0
MFS,0
in order,0
to increase,0
the,0
number,0
of,0
responses,0
"Mar""",0
boro,0
Lights,0
smokurs (70 out of,0
200 POL,0
4230) _,0
QRbdu_,0
L,0
B: Fondren,0
LBF/Iad,0
Cc;,0
Dr _,0
Ra,0
B_,0
Sel igman,0
Mr _,1
Meyer,1
Mr,1
Day}or,1
Kounnas,1
Levy,1
W,1
"Spruoyck,",1
Jr_,1
Claflin,1
Mr _,0
#.,1
Spielberg,1
c81-05959,1
1,1
ing,0
from,0
43152,0
2704 521,0
LOR CHARLOTTE,0
444,0
NEW   YORR,0
004/005,0
Kas,0
RLQRCUTT,0
SUBMISSION DATE:,0
FROM:,0
KA Spanow,0
OCTa,0
DEC 26,0
OCT 31,0
JAN 23,0
SUBJECT: HARLEL-DAMDSON CIGARETES,0
prOGRESS REPORT,0
DistribumON; EFFECTIVENESS OF PAE-SELL,0
(REpoRT ON OCT.3 ONLY),0
DIRECT ACCQUNT_AND CHAIN VQIDS (USEX,0
TQINDICATEA VQIDL,0
A& R Wholesalb,0
DIA,0
X,0
[Nash Finch (majortty ctaccounts M WVVA,0
),0
DIA,0
X,0
',0
72,0
X,0
X,0
0,0
Winn-DixieRaleigh,0
85,0
X,0
X,0
Probet Brotttere,0
X,0
X,0
X,0
IQE DIS ibWONACHIEVEDINREAIL QUILE8;,0
% CLASSIFIED CALLS,0
ANNUAL CALLS,0
PAOMQIONAL IMPACT:,0
150 QFF PACK:,0
Recent weeks have had lers Impict 25,0
compettve 2r9nma 2r brnging price below,0
Harley Devidson,0
SALES FORCE 208:,0
Excellent tol in outlets that do not,0
eccept COUpoN3:,0
Excellont tool in obtining,0
consumer Lial,0
{5.00 OFF CARTON:,0
95857211,0
0t2,0
8812,0
E nt W U I f -,0
Bericht,0
iber,0
die Messung,0
von,0
"Nicotin,",0
"Nornicotin,",0
Anabasin,0
und,0
Cotinin,0
in,0
Gewirzen,0
Teil,0
des,0
Projektes,0
"""GALENOS""",0
In,0
nachfolgenden,0
Bericht,0
werden,0
die Ergebnisse,0
von,0
Messungen,0
der,0
Substanzen,0
Nicotin,0
"Nornicotin,",0
"Anabasin,",0
sowie,0
Cotinin,0
in,0
Gewiir -,0
zen,0
im,0
Bereich,0
von,0
2: ppm dargestellt.,0
Untersucht,0
wurden,0
zunachst,0
"zwei Gewirze ,",0
die,0
durch,0
das,0
Institut,0
Fresenius,0
eingekauft,0
wurden.,0
Es,0
handelt,0
sich,0
dabei,0
um _,0
folgendes,0
Probenmaterial,0
Schwarzer,0
Pfeffer,0
Paprika,0
Rosen,0
scharf,0
Der,0
Einkauf,0
sowie:,0
das,0
Probenmaterial,0
wurde,0
dokumentiert_,0
Die,0
Extraktion,0
wurde dreifach,0
mit,0
methanolischer,0
Kaliumhydroxid-,0
Losung,0
(c,0
05,0
Mol,0
L):,0
nach,0
der,0
im,0
ersten,0
und,0
zweiten,0
Teil,0
berichteten,0
Methode_,0
durchgefuhrt,0
Diie,0
Extrakte,0
wurden vereinigt,0
una,0
ohne,0
"weiteres Aufkonzentrieren,",0
mittels,0
Gaschromatographie analysiert_,0
Als,0
Trennsaule,0
wurde,0
eine Kapillarsaule,0
mit,0
DB-5: Trennphase,0
ver-,0
wendet_,0
Die,0
Detektion erfolgte,0
mit,0
einem,0
Thermionen-spezifischen,0
Detektor,0
(TSD),0
"Um, die MeBergebnisse",0
abzusichern,0
wurden,0
die,0
untersuchten,0
Gewiirze,0
im_,0
Konzentrationsbereich,0
von,0
2 bis,0
20,0
ppm,0
mit,0
einer,0
Standard-,0
Losung aufgestockti,0
una,0
jeweils_,0
Doppelbestimmmungen durchgefuhrt _,0
Die Ergebnisse,0
sind,0
auf,0
den' folgenden,0
Seiten,0
aufgefiihrt_,0
1,0
MICHIGAN: STATE: UNIVERSITY,0
DEPARTMENT OF PHYSIOLOGY,0
GKLTNER HALL,5
EAST LANSING,5
MICHIGAN,5
48824:1 1Q1,5
"August 21,",0
1991,0
EeEIME,1
Dr,1
Harmon' C_,1
McAllister,1
Research,0
Director,0
Axj,0
Council,0
for,0
Tobacco Regearch-U,5
900,5
Third,5
Avenue,5
"New. York,",5
NY,5
10022,5
Dear Dr,5
McAllister:,0
The,0
Federation of American,0
Societies 'for Experimental Biology,0
(FASEB),0
will,0
sponsor,0
the,0
third: FASEB,0
Summer,0
Research Conference,0
on,0
"the ""Physiology",0
and,0
Pathophysiology,0
of,0
"the Splanchnic Circulation""",0
which,0
will,0
be,0
held,0
at Copper,0
Mountain_,0
Colorado,0
on  July,0
26-31 _,0
1992 _,0
This conference will,0
tentatively,0
have,0
sessions,0
on,0
the following topics,0
Session,0
Chemical,0
Modulators,0
of,0
Gastrointestinal,0
Blood Flow,0
Session,0
II,0
Interactiong Between Neural,0
and,0
Local,0
Mechanisms,0
of,0
Vasoregulation,0
Session,0
III,0
Molecular,0
and,0
Cellular Basis .0f Microvascular,0
Functions,0
Session,0
IV,0
The,0
Microvasculature,0
and,0
Gastrointestinal,0
Mucosal,0
Injury,0
Role,0
of,0
Blood,0
Flow,0
and,0
Vascular Permeability,0
Session,0
The,0
Microvasculature,0
and Gastrointestinal,0
Mucosal,0
Injury,0
Role,0
of Angiogenesis,0
Session,0
VI,0
Rale of_,0
the,0
Circulation,0
in,0
Inflammatory,0
Bowel Disease,0
IBD),0
Session,0
VII,0
Hepatic,0
Circulation,0
and,0
Metabolism,0
Session,0
VIII,0
Alcohol Effects,0
on,0
the,0
Liver,0
and  G.I.,0
Tract,0
Session,0
IX,0
Portal,0
Hypertension-,0
The  philosophy,0
and goals of,0
the meeting are unique_,0
In,0
addition,0
to,0
bringing,0
together clinicians,0
and; basic,0
scientists,0
with' interests,0
in,0
disorders,0
of,0
the,0
splanchnic,0
organs,0
the,0
meet,0
will,0
br,0
traditional,0
investigators,0
of,0
the,0
splanchnic,0
circulation together,0
with' investigators,0
using more,0
cellular,0
op,0
molecular,0
techniques,0
"Thus ,",0
we,0
bope,0
to,0
identify,0
potential,0
new,0
research,0
areas,0
and,0
to,0
stimulate,0
interdisoiplinary,0
research efforts,0
As,0
the,0
Conference,0
Chairman_,0
would like,0
to,0
invite,0
approximately,0
50,0
eminent Investigators,0
to,0
speak at,0
the,0
meet,0
and,0
want,0
to,0
encourage,0
number,0
of . promis,0
young,0
investigators,0
to,0
attend_,0
by,0
pay,0
their,0
expenses,0
4l,0
though,0
both,0
the,0
American,0
Gastroenterological Saciety,0
and,0
FASEB,0
have,0
endorsed,0
the,0
conference,0
and,0
have,0
provided,0
generous,0
financial,0
support,0
still,0
need,0
about,0
"815,000",0
to,0
ensure,0
that,0
the meeting,0
is,0
scientific,0
success,0
The  funds,0
will,0
be,0
used,0
exclusively,0
support,0
of,0
eminent,0
clinical,0
and,0
basic,0
science,0
investigators,0
meeting,0
costs,0
8400),0
and,0
travel expenses (between $400,0
and,0
81000,0
for domestic and foreign,0
participants)_,0
Any amount,0
of fund-,0
your: organization,0
can,0
contribute,0
will,0
be,0
great help:,0
"In addition,",0
if,0
any,0
of the members. of your,0
organization,0
would,0
benefit,0
from,0
attend,0
the,0
conference,0
please,0
br_,0
the opportunity,0
to,0
their.attention _,0
As,0
Telaphone: (517) 355-6475,3
Telcx: MCI 650 305-6262,3
'FAX: (517) 355.5125,3
Bitnct: MSUPSL @ MSUNSCL,2
MSU is &n Affirmativg Action/Egual,0
Opportunity Institulion,0
ing,0
ing,0
ing,0
ing,0
ing,0
for,0
ing,0
ing,0
ing,0
"04,'05",0
93,0
18;31,0
'5J4,0
1 3490108,0
PHILIP MORRIS,1
54,0
013,0
FECHA,0
REFERENCIA,0
OltimaHora,0
PALMA QE MALLORCA,5
Fumadores,0
nNuev? Yorkyacs,0
restaurantes;ciicinas,0
"ascensores  tiuridas;,",0
"escuelas,hospitales,",0
"juzgados,supcrmercados-",0
"dl aire libre, -",0
salvoqueunolleve unt,0
tatuada,0
Enla fenteyaccedaa,0
Fetirarseal Curtode,0
banopara sus,0
politicamnente _,0
inadmisibles ritos Yono,0
he fumaduhmds pero,0
1n8,0
quehaya,0
lugurcs en losque sea yu,0
Tes,0
facil comprrun,0
Cgaro:,0
incuco sinoealabano,0
mR,0
Cemllo J,1
Cela Conde,1
1,0
Ctdics _,0
Sbela,0
puama =,0
qucun _,0
PAP.E.R.,0
PUBLIC,0
AcTION,0
TO,0
PROTECT,0
ENVIRONMENTAL,0
RESOURCES,0
November,1
29,1
1972,1
Joln,1
"Cumine]hal,",1
Ksq .,0
Assistant,0
to,0
thc,0
Director,0
Bureau,0
of,0
Consumer Protection,0
Fcderal,0
'Tradc,0
Commission,0
"Washington ,",0
D.C =,0
Dear,0
John:,1
to,0
be,0
universal practicc,0
for,0
cigarette,0
companies,0
It,0
appcars,0
the,0
required health,0
warnings,0
in,0
English_,0
advertise,0
in Spanish,0
display,0
taken,0
from,0
current,0
Spanish,0
am enclosing several,0
advertisements,0
and,0
Temas,0
lications,0
such,0
as,0
E1,0
Diario,0
1 BC,0
de,0
1as,0
Americas,0
pub_,0
lightea,0
display,0
sign,0
in,0
subway,0
station,0
In,0
"addition ,",0
I,0
saw,0
with,0
the,0
warning,0
In,0
tiny,0
advertising,0
Kent,0
cigarettes,0
in Spanics,0
10)ish,0
Tottr-,0
companics,0
are,0
covered,0
by,0
the,0
consent,0
orders,0
Six,0
cigarette,0
30,0
1972,0
(Lorillard,0
Docket,0
No _,0
c-2180 ;,0
which,0
the,0
FTC accepted,0
on,0
March,0
Docket,0
No,0
C-2181,0
American,0
Brands,0
Inc,0
Phillip,0
Morris,0
Inc,0
'robacco,0
corporation,0
Docket,0
Docket,0
No -,0
C-2182;,0
Browvn,0
and,0
Williamson,0
C-2184;,0
"and ,",0
C-2183,0
R +,0
J _,0
Reynolds,0
Tobacco,0
Company,0
Docket,0
No.,0
No .,0
"Incorporated ,",0
Docket,0
No,0
C-2185),0
iigget,0
Myers,0
will,0
certainly,0
argue,0
that,0
their,0
conduct,0
is,0
in,0
They,0
with,0
the,0
letter,0
of,0
the agrcement,0
which specifies,0
precise compliance,0
healch,0
warning,0
'Pc,0
"conpunias, agrced",0
to;,0
Lho,0
exact,0
wording,0
of,0
the,0
Ceaso,0
and,0
dosist,0
[1Omn,0
advertising,0
any,0
such,0
cigarette,0
unless,0
res,0
pondent,0
makes,0
clear,0
and conspicuous,0
disclosure,0
of,0
the,0
statement,0
prcscribed,0
in,0
Section,0
of,0
the,0
3,0
Public,0
Health,0
Cigarette,0
Smoking,0
Act,0
of,0
1969,0
(Public,0
Law,0
91-222),0
which,0
reads,0
8,0
'Che,0
Surgeon Gencral,0
Mas,0
Determined,0
~,0
Warning,0
That,0
Cigarelte,0
Smioking,0
is,0
Dangerous,0
to,0
Your,0
Iealth,0
"(Ordlcr ,",0
I.),0
(O;pivuc:;,0
isi:,0
(firu,0
iUn;,0
'T,0
orcker,0
cloinjas,0
tlv',0
L:m,0
Rockefellcr,0
Pln:i,0
New,0
"York:, N;",0
Y.,0
10O20,0
(2.12) Clrele 66950,0
"Stte"" 1915",0
Onc,0
ad,0
Original Message,0
From:,0
Greenberg; David,0
Sent:,0
"Thursday, December 13, 2001 21",0
PM,0
To;,0
"Desel, Paula",0
Cc:,0
"Marlo, Ellen; Berlind, Mark",0
Paviat:,0
Could,0
nave a copy of the redrafted smoking,0
policy?,0
have asked Mark to look at from the,0
point of view of what it,0
should look like if it is to cover all,0
employees in 120 and 100 Park and,5
Ryebrook_,5
Thanks_,0
David,0
Tracking:,0
Recipient,0
Read,0
"Desal , Paula",0
Read: 12/14/2001 10.14 AM,0
"Callahan, Steve",0
Read: 12/14/2021 10:14 AM,0
135,0
Orlgina,0
Messag,0
Econ:,0
Dhurdaawanuary,0
"17, 2002 12.07 PM",0
1,0
To:,0
"Baldaino; Marlene M,",0
Subject:,0
RE: PPP &,0
Scorecard Meetings,0
"HI Kelly ,",1
"Yes, it wlll be held in Nancy's office",1
Thanks,0
Dawn,1
EP 0 438 882 A3,0
Europeta Patent,0
EUROPEAN SEARCH REPORT,0
Omficz,0
EP,0
90,0
31 2658,0
DOCUMENTS CONSIDERED TO BE RELEVANT,0
CASHFICATON OF D,0
srkrat,0
0,0
L,0
EP-X-1 358 002,0
(REnDLDS TOBACCO CT),0
424F47 /00,0
05-+-3 200 819 ( GILBERT),1
TECINKAL FTELDS,0
SEACHED {t 0$ ),0
424F,0
K1,0
1,0
THE KXGVE,0
01 APRIL,0
1992,0
Va RGHERT,0
1,0
CTEGORY OF CTED DOCUMENTS,0
clarort,0
Dounty,0
1,0
7,0
bolet,0
tWlal,0
Mt,0
Carnell University,0
DIVISION OF NUTRITIONAL SCIENCES,0
Savage Hall,5
"Ithaca, New York",5
4853-6301,5
A DivisioN QF THE NEW YORK STATE,0
COLLEGES OF,0
HUMAN ECOLOGY AND AGRICULTURE AND LIFE,0
SCIENCES,0
Statutary College of the State,0
University of New Ycrk,1
ECEIVE,1
Harmon,1
McAllistcr; Ph D:,1
ARR,0
9@,0
"pril 18, 1990",0
Research Director,0
The Council for Tobacco Research- USA,0
900 Third Avenue,5
"New York, NY",5
10022,5
Dear Dr,0
"McAllister ,",0
Thank you for the information regarding,0
research support provided by The,0
"Council,",0
We,0
would appreciate your review of the,0
"research project described below, and",0
hope that You will,0
find it of sufficient interest to,0
warrant the preparation of a formal,0
grant,0
application;,0
will,0
serve as the,0
principal investigator for the project,0
"described below, and have attached my",0
"curriculum vitae,",0
as well as those of my principal,0
consultants / collaborators.,0
We look forward to your response; and,0
thank you for YOur consideration of OuI,0
work.,0
Sincerely_,0
atucsk,0
Patricia,1
"A. Casgano, Ph.D",1
Rescarch Associate,0
"Cornell Is an equal opperlunity,",0
Allirmative actlon employer /educalor,0
50585499,0
Boelng Commarclel Alrplanas,0
PO. Box 3707,5
Seattle; WVA 98124-2207,5
"October 2, 1989",0
"B. Oldaker III, Ph D.",1
Senior Staff R&D Chemist,0
R;J. Reynolds Tobacco Company,0
"Winston-Salem, N.C.",5
27102,5
bOEIND,0
Dear Mr: Oldaker;,0
Iread your rccent letter to Dave Tott,0
telling of your past association with,0
Art Yorozu:,0
You also described your analytical model,0
predicting levels,0
"of contaminates in B727 aircraft cabins,",0
and requested detailed,0
"information on the B727 ventilation, air",0
velocities and leakage rates,0
We appreciate your need to improve the,0
accuracy 0f your analytical model,0
by obtaining the described detailed,0
"information Unfortunately, the",0
limited amount of information that we,0
may be able to provide you would,0
be of little use.,0
"All information on air velocities,",0
ventilation rates and,0
leakage rates for the B727 is for new,0
production aircralt; These values,0
could change significanlly as a Iunclion,0
0f interior configuration; aircraft,0
service life and maintenance history.,0
Thc test data You mentioned;,0
obtained from measurements within,0
"aircraft cabins, is most likely your",0
best source of information today:,0
Im sOrry Wc cannot mect your needs,0
Please feel free to contact me at,0
(206) 234-9973 if we can be of further,3
service.,0
"Sincerely,",0
ENGINEERING DIVISION,0
MECHANICALIELECTRICAL SYSTEMS,0
Don K. Kalis,1
Chief Enginecr,0
"ECS, Mechanical Systems",0
"B-GOIB, MYS 7Y-87",0
3,0
Phone (206) 234-9973,0
8,0
Guy,0
Org; -,0
2078876269,3
From;,0
Pfeil,1
Michael,1
Sent,0
Monday _,0
October,0
"09,",0
2000,0
3 ; 45,0
"Krigbaum,",1
Stephen;,1
PM,0
Subject,0
Draft,0
"Berlind,",1
Mark;,1
"Poole,",1
desk,0
"Desel,",1
Paula,1
This draft,0
reflects,0
MES comments_,0
Only change,0
15,0
to the,0
3rd,0
para,0
Jay;,1
dzop,0
PHILIP,0
MORRIS,0
U.S.A-,0
I N T E R - 0 F F I C E,0
C,0
0 R R E 5 @ 0 N D E N C €,0
"Richmond,",5
Virginia,5
To,0
Distribution,0
Date,0
25,0
September,0
1987,0
From;,0
Barbro,1
Gaodman,1
Subject,0
CIGARETTES,0
FOR,0
ANALYTICAL,0
SIDESTREAM,0
RESEARCH,0
Based,0
on,0
discussions,0
between,0
Chemical,0
"Research,",0
Analytical,0
Reseaxch,0
and,0
Cigarette,0
Technology,0
"personnel,",0
severa},0
cigarette,0
model?_,0
were,0
designed specifically,0
for,0
research,0
on,0
sidestream,0
smoke,0
composit_,0
The,0
objective,0
for,0
the,0
upCOI 'ng,0
studies,0
is,0
to,0
investigat,0
he,0
effect,0
of,0
cigarette,0
ircumference,0
and,0
Mg (OH) 2,0
wrapper,0
In,0
to provide,0
matrix,0
for,0
the,0
analyses,0
prototypes,0
were,0
made,0
at,0
three,0
different,0
circumferences,0
(17,0
"mn ,",0
20,0
Iu,0
and,0
24,0
Tam),0
each,0
with,0
a: standard,0
commercial,0
wrapper,0
(Kimberly-Clark,0
156),0
and,0
with,0
128,0
Mg,0
wrapper,0
All,0
the,0
cigarettes,0
were,0
made,0
from,0
the,0
same,0
batch,0
of,0
{Oqhaccc,0
in,0
nondiluted,0
100,0
nun,0
filtered,0
configuration _,0
The,0
selected,0
blend,0
was,0
the current project,0
TRIM blend,0
with,0
standard,0
production,0
components,0
DBC,0
Bright,0
DBC,0
"Burley,",0
MT,0
Oriental.,0
RLTC,0
and,0
RL,0
150B,0
was,0
used_,0
It,0
contained,0
no,0
stems,0
or,0
expanded,0
tobaccos,0
S0,0
that,0
better,0
looking,0
ultra,0
slim,0
garettes,0
could,0
be,0
produced_,0
All,0
samples,0
had,0
the,0
same,0
cas,0
ing,0
and,0
system,0
The,0
Hauni,0
lab,0
max,0
was,0
used,0
for,0
all,0
threcrcircunferences_,0
Cellulose,0
acetate,0
filters,0
were,0
made,0
with,0
widely,0
vary_ng,0
efficiencies,0
in,0
an,0
effort,0
to,0
keep,0
the,0
mainstream,0
tar,0
deliveries,0
ithin,0
reasonable,0
levels,0
The,0
tables,0
attached,0
to,0
this,0
meIno,0
gi,0
analytical,0
dala,0
Lor,0
each,0
of the,0
models,0
As,0
can,0
be,0
seen,0
in,0
Table,0
the,0
17,0
mm,0
configuration,0
gave,0
ertremely,0
high,0
RTD,0
for,0
nonvent i lated,0
cigarettes,0
This,0
could,0
have,0
an,0
effect,0
on,0
mainstream puzfing,0
to,0
greater,0
extent,0
than,0
for,0
standard,0
circumference,0
cigarette,0
UItra,0
slim,0
prototypes,0
typically,0
have,0
RTD' g,0
above,0
water,0
525,0
45,0
553,0
filter,0
ventilation,0
The,0
var,0
iability,0
of,0
the,0
RTD,0
was,0
also greater,0
for,0
the,0
51_,0
cigarettes,0
Tables,0
II,0
and,0
III,0
give,0
the,0
calculated,0
differences,0
in,0
data,0
for,0
each,0
circumference,0
with,0
the,0
comercial,0
and,0
the,0
low,0
idestream,0
wrappers,0
at,0
standard,0
circumference,0
a5,0
controls,0
],0
ic0;,0
~order,0
"4,",0
in,0
PHILIP MQRRIS LSA,1
ITeRQFFICE CQRRESPONDENCE,5
120 PARK AVENUE;,5
"NEW YORK, NY",5
10017,5
8822 SOUTH,5
"RIDGELINE BOULEVARD,",5
"HIGHLANDS RANCH,",5
Co,5
80126,5
To=,0
Selected Distribuilon,0
DATE:,0
"September 17, 1998",0
FROM:,0
Jim Yeager,1
SUBJECT:,0
October,0
Directors Meetlng,0
On October,0
the day following,0
our rehearsal at the Scottsdale,0
Conference,0
Centar tor the,0
upcoming Region Meeting; we will,0
reconvene for our October Directors',0
meeting (October 7th and,0
Bth) in the Executive Boardroom at the,0
following resort:,0
DoubleTree Paradise Valley Resort,5
5401 North Scottsdale Road,5
"Scottsdale, AZ",5
85250,5
Phone:,5
802-947-5400,3
Fax:,0
602-946-1524,3
Room reservations have been made for,0
everyone for,0
nights of October 6th and 7th.,0
We are in,0
the process of establishing master,0
for this meeting:,0
Dinner reservations have been made at,0
Mortons of Chicago (2425 E. Camelback,5
"Road, Phoenix,",5
AZ; 602-955-9577,3
tor the night October 6th at 7:00 PM,0
"On Wednesday morning; October 7th, a",0
continental breaktast will be available,0
at the Executive Boardroom beginning,0
8f 7.30 AM:,0
Our,0
market visit in the ScottsdalelPhoenix,0
"area will begin at 8.30 AM, and our",0
meeting will begin at,0
12.00 Noon with a working [unch_,0
We will begin on Thursday morning;,0
October 8th with,0
a continental breakfast at 8.00 AM &nd,0
"conclude at 5.00 PM, so you may plan",0
your departure accordingly:,0
The agenda tor our meeting will be sent,0
under separate cover:,0
"If you have any questions, need",0
additional  information,0
on our,0
meeting,0
or have,0
"change in your plans, please",0
contact Lynne,1
Kramer:,1
Looking forward to seeing all of you in,0
Scottsdale_,0
JY:lak,0
CC;,0
File,0
DeMaio,0
1,0
Selected Distribuution,0
Rodger Rolland,1
Gary Salvata,1
Tammy Larcara,1
Mike Pfeil,1
Mike Hale,1
Rhonda JJohnston,1
Dan Werth,1
Pam Robertson,1
Steve,0
7th;,0
the,0
billing,0
Wong,0
P,0
TECHNICIAN,0
REPORT,0
DATE:,0
3,0
PRODUCT DESIGNATION,0
RLBT,0
RLT,0
Domestic,0
Export,0
LINE ONE,0
LINE TWO,0
LINE ThrEE,0
1-7,0
7-3,0
3-I1,0
Complete Accountability logsheet;,0
"2, Clean Auto-Analyzer aisle",0
3. Clean IA and Grinder Roor),0
4. Clean GC,0
HPLC aisle,0
5. Clean Middle (solubles) aisle,0
6. Clean Grinders_,0
7 . Make-,0
up Bottle Cart,0
L,0
Samplas pending:,0
YES KNO,0
YES,0
NO,0
YES,0
NO,0
Technician,0
Shitt,0
MIpm_7am,0
Bx,0
[iz,0
7am,0
Spm,0
ZcHIDLS,0
3pm - 1pm,0
Weul,0
COMMENTS:,0
Blers,0
Lsst,0
Ki,0
2 LouCs,0
LeL,0
Lue,0
ce,0
3-7,0
"""0""",0
Quj,0
"From: Daragan, Karen on Tue, Jul 9, 1996",0
15.03,0
Subject: Divestrent Plan,0
"To: Dunham John; Pressl, Lance; Slavitt;",0
Josh,0
"Hi guys,",0
gave a gnod read to the,0
version of the Divestment Plan that you,0
sent me,0
1,0
(6/26) over,0
"weekend, and [ have three",0
questions/commcnts,0
1',0
"In the Initial Efforts section, the last",0
thing you list is,0
This is Philip Morris:,0
I assumc,0
YOu mean CD's brochures,0
'Committment to Jobs and Economic,0
